Feature,Importance
PubchemFP581,0.0018474500211078987
SssNH,0.0018460935586437496
PubchemFP713,0.001846048671903094
GATS4s,0.0018436695436739219
MDEN-12,0.0018416632612453458
PubchemFP731,0.0018409911452625478
SsF,0.001840101327531285
3d-TDB2e,0.0018399137379791913
PubchemFP590,0.0018380021948547914
PubchemFP12,0.001835426523436604
3d-E3u,0.0018349647312285685
minHaaCH,0.0018340491981041981
piPC10,0.0018331333279026053
VE1_Dzi,0.0018328338472659135
AVP-0,0.0018270519859909888
PubchemFP718,0.0018266474124041397
SpMax5_Bhi,0.0018207241018984664
3d-TDB3s,0.0018203480263220765
SpMin2_Bhv,0.0018194135211036754
