"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL103203";"";"None";"302.34";"0";"2.85";"30";"Nc1nc(N)c2nc(-c3ccc(-c4ccccc4)cc3)[nH]c2n1";"IC50";"'='";"33113.11";"nM";"4.48";"";"";"UO_0000065";"14.82";"0.27";"1.63";"4.21";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL105020";"";"None";"302.29";"0";"0.91";"28";"COc1cc(-c2nc3c(N)nc(N)nc3[nH]2)cc(OC)c1O";"IC50";"'='";"1000.0";"nM";"6.00";"";"";"UO_0000065";"19.85";"0.37";"5.09";"4.13";"1";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL105906";"";"None";"276.30";"0";"2.34";"31";"Nc1nc(N)c2nc(-c3ccc4ccccc4c3)[nH]c2n1";"IC50";"'='";"27000.0";"nM";"4.57";"";"";"UO_0000065";"16.54";"0.30";"2.23";"4.29";"1";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL105323";"";"None";"286.30";"0";"1.20";"24";"COc1cc(OC)cc(-c2nc3c(N)nc(N)nc3[nH]2)c1";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"19.29";"0.36";"4.32";"4.42";"1";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL596969";"";"None";"389.42";"0";"3.93";"51";"COc1cc2oc3ccccc3c2cc1N(C)Cc1coc2nc(N)nc(N)c12";"IC50";"'='";"392000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL605782";"";"None";"325.44";"0";"3.46";"69";"Cc1[nH]c2nc(N)nc(N)c2c1Sc1ccc2c(c1)CCCC2";"IC50";"'='";"30902.95";"nM";"4.51";"";"";"UO_0000065";"13.86";"0.27";"1.05";"4.82";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"Trimethoprim";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"19.18";"0.36";"4.31";"5.28";"1";"CHEMBL664917";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"2";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"8000.0";"nM";"5.10";"";"";"UO_0000065";"17.56";"0.33";"3.84";"4.83";"0";"CHEMBL919380";"Inhibition of Toxoplasma gondii DHFR-TS";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL220936";"";"None";"344.37";"0";"1.41";"27";"COc1cc(C(C#Cc2cnc(N)nc2N)OC)cc(OC)c1OC";"IC50";"'='";"9800.0";"nM";"5.01";"";"";"UO_0000065";"14.54";"0.27";"3.60";"4.37";"0";"CHEMBL919380";"Inhibition of Toxoplasma gondii DHFR-TS";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL220159";"";"None";"328.37";"0";"1.57";"16";"COc1cc(CC#Cc2c(C)nc(N)nc2N)cc(OC)c1OC";"Activity";"'='";"0.35";"";"";"";"";"";"";"";"";"";"0";"CHEMBL919384";"Ligand efficiency at Toxoplasma gondii DHFR-TS relative to TMP";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL49454";"";"None";"408.46";"0";"2.16";"21";"C#CCN(Cc1cnc2nc(N)nc(N)c2c1C)c1cc(OC)c(OC)c(OC)c1";"IC50";"'='";"7.7";"nM";"8.11";"";"";"UO_0000065";"19.86";"0.37";"5.95";"6.67";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23713";"";"None";"324.39";"0";"2.43";"13l";"COc1ccc(C)c(NCc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"23.55";"0.43";"5.21";"6.82";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL331456";"";"None";"340.24";"0";"3.89";"65";"Cc1c(Sc2ccc(Cl)cc2Cl)[nH]c2nc(N)nc(N)c12";"IC50";"'='";"20000.0";"nM";"4.70";"";"";"UO_0000065";"13.81";"0.31";"0.81";"5.02";"1";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
"CHEMBL604090";"";"None";"348.43";"0";"4.35";"54";"Nc1nc(N)c2c(CSc3cccc(-c4ccccc4)c3)coc2n1";"IC50";"'='";"23000.0";"nM";"4.64";"";"";"UO_0000065";"13.31";"0.25";"0.29";"5.10";"0";"CHEMBL1071424";"Inhibition of Toxoplasma gondii DHFR by spectrophotometric assay";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1156926";"1";"Scientific Literature";"Bioorg Med Chem";"2010";"None";"";"";""
