"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL373426";"";"None";"258.24";"0";"0.16";"7";"Nc1ncc(C#Cc2cc(O)c(O)c(O)c2)c(N)n1";"Activity";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL919380";"Inhibition of Toxoplasma gondii DHFR-TS";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL220159";"";"None";"328.37";"0";"1.57";"16";"COc1cc(CC#Cc2c(C)nc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"880.0";"nM";"6.06";"";"";"UO_0000065";"18.44";"0.34";"4.49";"5.74";"0";"CHEMBL919380";"Inhibition of Toxoplasma gondii DHFR-TS";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL52947";"";"None";"326.36";"0";"1.82";"5";"COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3n2)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"21.45";"0.40";"5.18";"5.78";"0";"CHEMBL664909";"Concentration inhibiting Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128717";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL113816";"";"None";"339.40";"0";"2.45";"12";"COc1cc(CN(C)c2ccc3nc(N)nc(N)c3c2)cc(OC)c1";"IC50";"'='";"4.7";"nM";"8.33";"";"";"UO_0000065";"24.54";"0.45";"5.88";"8.37";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL23705";"";"None";"354.41";"0";"2.15";"14e";"COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1";"IC50";"'='";"53.0";"nM";"7.28";"";"";"UO_0000065";"20.53";"0.38";"5.13";"6.47";"0";"CHEMBL665590";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129525";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL35222";"";"None";"370.41";"0";"1.85";"15";"COc1ccc(CN(C)c2cnc3nc(N)nc(N)c3c2)c(OC)c1OC";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"20.48";"0.38";"5.74";"6.24";"0";"CHEMBL665616";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase (in 90 uM dihydrofolic acid)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129539";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL290806";"";"None";"380.40";"0";"2.52";"21";"COc1ccc(OCc2ccc(C(=O)O)cc2)cc1Cc1cnc(N)nc1N";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"14.98";"0.28";"3.18";"4.27";"1";"CHEMBL665598";"Inhibitory concentration against dihydrofolate reductase of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1149100";"1";"Scientific Literature";"J Med Chem";"2004";"None";"";"";""
"CHEMBL121433";"";"None";"352.27";"0";"3.19";"10";"CN(CC1CCc2nc(N)nc(N)c2C1)c1ccc(Cl)c(Cl)c1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"21.80";"0.46";"4.49";"9.47";"0";"CHEMBL665605";"Inhibitory activity against purified Dihydrofolate reductase from Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128550";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL384443";"";"None";"330.34";"0";"0.75";"24";"COc1cc(C(O)C#Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"17900.0";"nM";"4.75";"";"";"UO_0000065";"14.37";"0.27";"4.00";"3.78";"0";"CHEMBL919380";"Inhibition of Toxoplasma gondii DHFR-TS";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1142238";"1";"Scientific Literature";"J Med Chem";"2007";"None";"";"";""
"CHEMBL7263";"";"None";"329.40";"0";"1.88";"139";"COc1ccc(OC)c(NCC2CCc3nc(N)nc(N)c3C2)c1";"IC50";"'='";"181.01";"nM";"6.74";"";"";"UO_0000065";"20.47";"0.38";"4.86";"6.22";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL35222";"";"None";"370.41";"0";"1.85";"171";"COc1ccc(CN(C)c2cnc3nc(N)nc(N)c3c2)c(OC)c1OC";"IC50";"'='";"26.0";"nM";"7.58";"";"";"UO_0000065";"20.48";"0.38";"5.74";"6.24";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL165955";"";"None";"355.40";"0";"2.43";"7";"COc1cc(NCc2cccc3nc(N)nc(N)c23)cc(OC)c1OC";"IC50";"'>'";"20000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL665589";"Inhibitory activity against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128249";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL34259";"METHOTREXATE";"4.0";"454.45";"0";"0.27";"MTX";"CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"17.51";"0.33";"7.69";"3.78";"0";"CHEMBL664914";"Inhibition of Toxoplasma gondii dihydrofolate reductase (DHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1135938";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL309784";"";"None";"296.29";"0";"0.94";"2d";"Nc1nc(N)c2nc(COC(=O)c3ccccc3)cnc2n1";"IC50";"'='";"5800.0";"nM";"5.24";"";"";"UO_0000065";"17.67";"0.33";"4.30";"4.03";"0";"CHEMBL665597";"Inhibitory concentration against dihydrofolate reductase DHFR from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134533";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL317618";"";"None";"227.23";"0";"0.58";"16";"Nc1nc(N)c2[nH]c(-c3ccncc3)nc2n1";"Inhibition";"'='";"14.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL665609";"Percent inhibition against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130150";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL139188";"";"None";"252.28";"0";"1.93";"159";"Nc1nc(N)c2nc(Nc3ccccc3)ccc2n1";"IC50";"'='";"299.92";"nM";"6.52";"";"";"UO_0000065";"25.86";"0.47";"4.59";"6.35";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL57682";"";"None";"394.39";"0";"1.47";"7";"COc1cc(-n2ccc3c4c(N)nc(N)nc4nc(=O)c-3c2)cc(OC)c1OC";"IC50";"'='";"520.0";"nM";"6.28";"";"";"UO_0000065";"15.93";"0.30";"4.81";"4.48";"0";"CHEMBL665593";"Inhibitory concentration against Toxoplasma gondii Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1130385";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL23844";"";"None";"382.47";"0";"2.93";"3e";"CCOc1ccc(OCC)c(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"18.30";"0.34";"4.07";"6.23";"0";"CHEMBL664916";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128680";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL88430";"";"None";"359.82";"0";"3.08";"28";"COc1ccc(OC)c(NCc2ccc3nc(N)nc(N)c3c2Cl)c1";"IC50";"'='";"30.0";"nM";"7.52";"";"";"UO_0000065";"20.91";"0.41";"4.44";"6.95";"1";"CHEMBL664909";"Concentration inhibiting Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128717";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL34337";"";"None";"294.36";"0";"1.87";"162";"CN(CCc1ccccc1)c1cnc2nc(N)nc(N)c2c1";"IC50";"'='";"920.45";"nM";"6.04";"";"";"UO_0000065";"20.51";"0.37";"4.17";"6.42";"0";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL292634";"";"None";"335.20";"0";"3.11";"80";"Nc1nc(N)c2nc(CNc3ccc(Cl)cc3Cl)ccc2n1";"IC50";"'='";"50.0";"nM";"7.30";"";"";"UO_0000065";"21.78";"0.45";"4.19";"7.11";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL32220";"";"None";"346.39";"0";"2.96";"176";"COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)c2ccccc12";"IC50";"'='";"380.0";"nM";"6.42";"";"";"UO_0000065";"18.53";"0.34";"3.46";"5.73";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL17430";"";"None";"340.24";"0";"3.72";"87";"Nc1nc(N)c2c(CSc3ccc(Cl)c(Cl)c3)c[nH]c2n1";"IC50";"'='";"11600.0";"nM";"4.94";"";"";"UO_0000065";"14.51";"0.32";"1.22";"5.27";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL85573";"";"None";"502.41";"2";"5.24";"10l";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2cccc(Cl)c2)c1";"IC50";"'='";"1160.0";"nM";"5.94";"";"";"UO_0000065";"11.81";"0.24";"0.70";"4.49";"0";"CHEMBL664922";"Inhibitory activity against dihydrofolate reductase DHFR in Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134547";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL52777";"";"None";"296.33";"0";"1.81";"60";"COc1ccc(NCc2ccc3nc(N)nc(N)c3n2)cc1";"IC50";"'='";"54.0";"nM";"7.27";"";"";"UO_0000065";"24.53";"0.45";"5.46";"6.49";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL53693";"";"None";"412.49";"0";"2.94";"22";"COc1cc(N(Cc2cnc3nc(N)nc(N)c3c2C)C(C)C)cc(OC)c1OC";"IC50";"'='";"6.7";"nM";"8.17";"";"";"UO_0000065";"19.82";"0.37";"5.23";"6.72";"1";"CHEMBL830839";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL23705";"";"None";"354.41";"0";"2.15";"14";"COc1ccc(N(C)Cc2cnc3nc(N)nc(N)c3c2C)c(OC)c1";"IC50";"'='";"38.0";"nM";"7.42";"";"";"UO_0000065";"20.94";"0.39";"5.27";"6.60";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL3912823";"";"None";"409.93";"0";"2.99";"9";"Cc1nc(N)nc(N)c1CN1CCN(c2cc(Cl)ccc2-c2ccccn2)CC1";"IC50";"'='";"370.0";"nM";"6.43";"";"";"UO_0000065";"15.69";"0.30";"3.44";"6.62";"0";"CHEMBL3867372";"Inhibition of Toxoplasma gondii TS-DHFR expressed in Escherichia coli BL21 preincubated for 15 mins followed by addition of DHF as substrate and NADPH measured after 60 mins by resazurin/diaphorase coupled assay";"B";"BAO_0000366";"cell-free format";"Toxoplasma gondii";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL3865850";"1";"Scientific Literature";"ACS Med Chem Lett";"2016";"None";"";"";""
"CHEMBL359454";"";"None";"336.40";"0";"2.07";"2";"COc1cccc2c1CCN2Cc1cnc2nc(N)nc(N)c2c1C";"IC50";"'='";"48.0";"nM";"7.32";"";"";"UO_0000065";"21.76";"0.40";"5.25";"7.09";"0";"CHEMBL664921";"Inhibition of Dihydrofolate Reductase of Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129938";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL432136";"";"None";"254.30";"0";"1.73";"8";"Nc1nc(N)c2c(CNc3ccccc3)c[nH]c2n1";"IC50";"'='";"3900.0";"nM";"5.41";"";"";"UO_0000065";"21.27";"0.39";"3.68";"5.12";"0";"CHEMBL665698";"Inhibition of Toxoplasma gondii (tc) Dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128397";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL22";"TRIMETHOPRIM";"4.0";"290.32";"0";"1.26";"3, TMP";"COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC";"IC50";"'='";"2700.0";"nM";"5.57";"";"";"UO_0000065";"19.18";"0.36";"4.31";"5.28";"1";"CHEMBL664910";"Concentration inhibiting Toxoplasma gondii dihydrofolate reductase. ";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1128717";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL277438";"";"None";"324.17";"0";"3.31";"13";"Nc1nc(N)c2c(CNc3cc(Cl)ccc3Cl)coc2n1";"IC50";"'>'";"47000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL664908";"Inhibitory activity against dihydrofolate reductase from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131327";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL55764";"";"None";"467.96";"0";"4.59";"3a (TAB)";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N(CCOC(C)=O)Cc2ccccc2)c1";"IC50";"'='";"690.0";"nM";"6.16";"";"";"UO_0000065";"13.17";"0.25";"1.57";"4.66";"1";"CHEMBL664922";"Inhibitory activity against dihydrofolate reductase DHFR in Toxoplasma gondii.";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1134547";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL115804";"";"None";"339.40";"0";"2.45";"13";"COc1ccc(CN(C)c2ccc3nc(N)nc(N)c3c2)c(OC)c1";"IC50";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"24.78";"0.46";"5.96";"8.45";"0";"CHEMBL665585";"Inhibition of recombinant Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL113999";"";"None";"355.40";"0";"2.43";"6";"COc1cc(CNc2ccc3nc(N)nc(N)c3c2)cc(OC)c1OC";"IC50";"'='";"84.0";"nM";"7.08";"";"";"UO_0000065";"19.91";"0.37";"4.65";"6.02";"0";"CHEMBL664917";"Inhibitory activity against Dihydrofolate reductase from Toxoplasma gondii (tgDHFR)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131583";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL48203";"";"None";"361.84";"0";"2.85";"37";"CCc1nc(N)nc(N)c1-c1ccc(Cl)c(/N=N/N2CCOCC2)c1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"18.58";"0.37";"3.87";"5.84";"1";"CHEMBL664919";"Inhibitory activity against Dihydrohydrofolate reductase(DHFR) of Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1136782";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL32769";"";"None";"326.36";"0";"1.82";"172";"COc1ccc(CNc2cnc3nc(N)nc(N)c3c2)cc1OC";"IC50";"'='";"730.0";"nM";"6.14";"";"";"UO_0000065";"18.80";"0.35";"4.32";"5.06";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL36245";"";"None";"340.39";"0";"1.84";"173";"COc1cc(CN(C)c2cnc3nc(N)nc(N)c3c2)cc(OC)c1";"IC50";"'='";"31.0";"nM";"7.51";"";"";"UO_0000065";"22.06";"0.41";"5.67";"6.68";"0";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL33038";"";"None";"280.33";"0";"1.83";"161";"CN(Cc1ccccc1)c1cnc2nc(N)nc(N)c2c1";"IC50";"'='";"32.0";"nM";"7.50";"";"";"UO_0000065";"26.74";"0.49";"5.66";"7.98";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL33136";"";"None";"280.33";"0";"1.84";"179";"Nc1nc(N)c2cc(NCCc3ccccc3)cnc2n1";"IC50";"'='";"4450.0";"nM";"5.35";"";"";"UO_0000065";"19.09";"0.35";"3.51";"5.21";"1";"CHEMBL828662";"Inhibition of Toxoplasma gondii dihydrofolate reductase";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1145190";"1";"Scientific Literature";"J Med Chem";"2005";"None";"";"";""
"CHEMBL138419";"";"None";"302.34";"0";"3.09";"17";"Nc1nc(N)c2nc(Nc3ccc4ccccc4c3)ccc2n1";"IC50";"'='";"1100.0";"nM";"5.96";"";"";"UO_0000065";"19.71";"0.35";"2.87";"5.80";"0";"CHEMBL661507";"Inhibitory activity against dihydrofolate reductase (DHFR) from Toxoplasma gondii";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1131172";"1";"Scientific Literature";"J Med Chem";"1998";"None";"";"";""
"CHEMBL32113";"";"None";"340.39";"0";"1.84";"22";"COc1ccc(OC)c(CN(C)c2cnc3nc(N)nc(N)c3c2)c1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"22.19";"0.41";"5.71";"6.72";"0";"CHEMBL665613";"Inhibitory activity against Toxoplasma gondii dihydrofolate reductase (in 50 uM dihydrofolic acid)";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1129539";"1";"Scientific Literature";"J Med Chem";"1996";"None";"";"";""
"CHEMBL57444";"";"None";"426.43";"0";"1.83";"2";"Nc1cc(N)c2c(CCc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)coc2n1";"Inhibition";"";"";"%";"";"Potential missing data";"No data";"UO_0000187";"";"";"";"";"0";"CHEMBL665610";"Inhibition of Toxoplasma gondii dihydrofolate reductase (DHFR); ND means not determined";"B";"BAO_0000357";"single protein format";"Toxoplasma gondii";"None";"None";"None";"None";"";"";"";"CHEMBL2425";"Dihydrofolate reductase";"Toxoplasma gondii";"SINGLE PROTEIN";"CHEMBL1135938";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
