Descriptor,Importance,Descriptor Type,Description,Class
L2i,-0.0002898237476242,PaDELWHIMDescriptor,2nd component size directional WHIM index / weighted by relative first ionization potential,3D
ATS8v,-0.000291487687183,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 8 / weighted by van der Waals volumes,2D
P2m,-0.0002921244377779,PaDELWHIMDescriptor,2nd component shape directional WHIM index / weighted by relative mass,3D
PubchemFP597,-0.0002937916123087,SMARTS patterns,O=C-C-C:C,FP
SpMax7_Bhp,-0.0002947001202601,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative polarizabilities,2D
TIC3,-0.0002955406138973,InformationContentDescriptor,Total information content index (neighborhood symmetry of 3-order),2D
MAXDP2,-0.0002961458775779,ElectrotopologicalStateAtomTypeDescriptor,"Maximum positive intrinsic state difference in the molecule (related to the electrophilicity of the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.",2D
BCUTc-1h,-0.0002966420303819,BCUTDescriptor,nlow highest partial charge weighted BCUTS ,2D
ATS7m,-0.0002966670635263,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 7 / weighted by mass,2D
AATS5e,-0.0002988547290675,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 5 / weighted by Sanderson electronegativities,2D
PubchemFP394,-0.0002998009374513,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",N(~C)(~H)(~N),FP
PubchemFP671,-0.0003009463725878,SMARTS patterns,O=C-C=C-C,FP
SpMin2_Bhp,-0.000302516675877,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative polarizabilities,2D
PubchemFP708,-0.0003051650696379,SMARTS patterns,C-C(C)-C-C,FP
AATS1i,-0.0003053504912798,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 1 / weighted by first ionization potential,2D
PubchemFP747,-0.0003065052904956,SMARTS patterns 2,Sc1cc(Cl)ccc1,FP
TDB1m,-0.0003069386605611,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / weighted by mass,3D
nAtom,-0.0003088250535944,AtomCountDescriptor,Number of atoms,2D
TDB5m,-0.0003094352974718,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by mass,3D
PubchemFP349,-0.0003115176484845,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~H)(~S),FP
PubchemFP540,-0.0003122174254086,SMARTS patterns,C-N-C-[#1],FP
PubchemFP378,-0.0003147578620182,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~N)(:C)(:N),FP
ETA_Alpha,-0.0003175265494456,ExtendedTopochemicalAtomDescriptor,Sum of alpha values of all non-hydrogen vertices of a molecule,2D
SP-3,-0.0003184075645883,PaDELChiPathDescriptor,"Simple path, order 3",2D
MDEC-12,-0.0003191197710962,MDEDescriptor,Molecular distance edge between all primary and secondary carbons,2D
naaN,-0.0003199648839858,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: :N:,2D
RDF55u,-0.0003204431007855,RDFDescriptor,Radial distribution function - 055 / unweighted,3D
ATSC8s,-0.0003211874075771,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 8 / weighted by I-state,2D
nF10HeteroRing,-0.0003212931443467,RingCountDescriptor,"Number of 10-membered fused rings containing heteroatoms (N, O, P, S, or halogens)",2D
SCH-7,-0.0003226537089236,ChiChainDescriptor,"Simple chain, order 7",2D
RDF150s,-0.0003242495819538,RDFDescriptor,Radial distribution function - 150 / weighted by relative I-state,3D
VE1_Dzi,-0.0003246860453875,BaryszMatrixDescriptor,Coefficient sum of the last eigenvector from Barysz matrix / weighted by first ionization potential,2D
ATS5p,-0.0003248288401909,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 5 / weighted by polarizabilities,2D
P2p,-0.0003260211770934,PaDELWHIMDescriptor,2nd component shape directional WHIM index / weighted by relative polarizabilities,3D
PubchemFP20,-0.0003280559311201,Element Counts,>= 4 O,FP
RDF140i,-0.0003288109251076,RDFDescriptor,Radial distribution function - 140 / weighted by relative first ionization potential,3D
SIC5,-0.0003292702247546,InformationContentDescriptor,Structural information content index (neighborhood symmetry of 5-order),2D
ETA_Epsilon_1,-0.0003299836659344,ExtendedTopochemicalAtomDescriptor,A measure of electronegative atom count,2D
meanI,-0.0003307841743335,ElectrotopologicalStateAtomTypeDescriptor,Mean intrinsic state values I,2D
PubchemFP420,-0.0003308599750406,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C=O,FP
CrippenLogP,-0.000331036207636,CrippenDescriptor,Crippen's LogP,2D
JGI8,-0.0003317517906634,TopologicalChargeDescriptor,Mean topological charge index of order 8,2D
SHBint2,-0.0003337254835174,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 2,2D
AATSC7p,-0.0003342876460974,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 7 / weighted by polarizabilities,2D
WPSA-2,-0.000334535969697,CPSADescriptor,PPSA-2 * total molecular surface area /1000,3D
AATS4m,-0.0003352461973859,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 4 / weighted by mass,2D
piPC4,-0.0003392256156473,PathCountDescriptor,Conventional bond order ID number of order 4 (ln(1+x),2D
MATS5s,-0.0003397550817802,AutocorrelationDescriptor,Moran autocorrelation - lag 5 / weighted by I-state,2D
TDB5r,-0.0003402623572693,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / weighted by covalent radius,3D
AATSC2p,-0.0003407091074184,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 2 / weighted by polarizabilities,2D
PubchemFP187,-0.0003412893478349,Chemical Rings,>= 2 saturated or aromatic nitrogen-containing ring size 6,FP
RDF10v,-0.0003418075369339,RDFDescriptor,Radial distribution function - 010 / weighted by relative van der Waals volumes,3D
n7Ring,-0.0003426652768374,RingCountDescriptor,Number of 7-membered rings,2D
GGI5,-0.0003431348427506,TopologicalChargeDescriptor,Topological charge index of order 5,2D
SpMax2_Bhs,-0.0003454754228094,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative I-state,2D
piPC3,-0.0003479144331098,PathCountDescriptor,Conventional bond order ID number of order 3 (ln(1+x),2D
PPSA-2,-0.0003498756670356,CPSADescriptor,Partial positive surface area * total positive charge on the molecule ,3D
RDF70s,-0.0003499764433125,RDFDescriptor,Radial distribution function - 070 / weighted by relative I-state,3D
E3i,-0.000350939353374,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative first ionization potential,3D
SaaN,-0.0003514929937151,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: :N:,2D
MDEC-11,-0.0003522154707772,MDEDescriptor,Molecular distance edge between all primary carbons,2D
DELS2,-0.0003536849374916,ElectrotopologicalStateAtomTypeDescriptor,"Sum of all atoms intrinsic state differences (measure of total charge transfer in the molecule). Using deltaV = Zv-maxBondedHydrogens. Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.",2D
AATSC0p,-0.0003539270757469,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 0 / weighted by polarizabilities,2D
PubchemFP665,-0.000354886493153,SMARTS patterns,N-C:C-C-C,FP
PubchemFP412,-0.0003561128296022,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",S(~C)(~C),FP
RDF60m,-0.0003563256979052,RDFDescriptor,Radial distribution function - 060 / weighted by relative mass,3D
ATS7s,-0.000356411212145,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 7 / weighted by I-state,2D
SRW6,-0.0003572165948953,WalkCountDescriptor,Self-returning walk count of order 6 (ln(1+x),2D
PubchemFP842,-0.000360573909522,SMARTS patterns 2,CC1CC(N)CC1,FP
nHaaNH,-0.0003614091536626,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: :NH:,2D
E3s,-0.0003615073901789,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative I-state,3D
AATS0s,-0.0003617662461537,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 0 / weighted by I-state,2D
ETA_dBetaP,-0.0003621969012558,ExtendedTopochemicalAtomDescriptor,A measure of relative unsaturation content relative to molecular size,2D
RDF55e,-0.0003625260442981,RDFDescriptor,Radial distribution function - 055 / weighted by relative Sanderson electronegativities,3D
ATS8p,-0.0003648805555711,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 8 / weighted by polarizabilities,2D
Sse,-0.0003651910513918,ConstitutionalDescriptor,Sum of atomic Sanderson electronegativities (scaled on carbon atom),2D
nHaaCH,-0.0003659830494373,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type H E-State: :CH:,2D
PubchemFP341,-0.0003676178514938,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~C)(~O),FP
ATSC0v,-0.0003689137634507,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 0 / weighted by van der Waals volumes,2D
PubchemFP594,-0.0003701666758861,SMARTS patterns,C-O-C-C=C,FP
RDF120s,-0.0003707493971387,RDFDescriptor,Radial distribution function - 120 / weighted by relative I-state,3D
PubchemFP439,-0.0003740263830279,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(-N)(=O),FP
SpMax1_Bhe,-0.0003770687239594,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative Sanderson electronegativities,2D
RDF45p,-0.0003775336926374,RDFDescriptor,Radial distribution function - 045 / weighted by relative polarizabilities,3D
ATSC1v,-0.000379382763194,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 1 / weighted by van der Waals volumes,2D
SpMin7_Bhp,-0.0003800307384034,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative polarizabilities,2D
GATS1i,-0.0003807073504258,AutocorrelationDescriptor,Geary autocorrelation - lag 1 / weighted by first ionization potential,2D
SHBa,-0.0003840640728842,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-States for (strong) hydrogen bond acceptors,2D
nHBint4,-0.0003844206592881,ElectrotopologicalStateAtomTypeDescriptor,Count of E-State descriptors of strength for potential Hydrogen Bonds of path length 4,2D
ASP-2,-0.0003848669558085,PaDELChiPathDescriptor,"Average simple path, order 2",2D
AATS6v,-0.000385458060416,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 6 / weighted by van der Waals volumes,2D
Mse,-0.0003875838590149,ConstitutionalDescriptor,Mean atomic Sanderson electronegativities (scaled on carbon atom),2D
RDF80s,-0.0003881967862431,RDFDescriptor,Radial distribution function - 080 / weighted by relative I-state,3D
PubchemFP725,-0.0003893248110039,SMARTS patterns 2,Sc1ccc(N)cc1,FP
nS,-0.0003911066476393,AtomCountDescriptor,Number of sulphur atoms,2D
THSA,-0.0003913869056603,CPSADescriptor,Sum of solvent accessible surface areas of atoms with absolute value of partial charges less than 0.2 ,3D
TDB4e,-0.0003962111761499,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by Sanderson electronegativities,3D
ATS3e,-0.0003998219907382,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 3 / weighted by Sanderson electronegativities,2D
PubchemFP674,-0.0004005239121961,SMARTS patterns,N-C-N-C:C,FP
ATSC8m,-0.000401705162735,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 8 / weighted by mass,2D
ATS5v,-0.0004023067474514,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 5 / weighted by van der Waals volumes,2D
PubchemFP488,-0.0004028019989295,SMARTS patterns,N-C=N-[#1],FP
AATSC3i,-0.0004030155961765,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 3 / weighted by first ionization potential,2D
PubchemFP643,-0.0004030663599805,SMARTS patterns,[#1]-C-C-N-[#1],FP
maxHother,-0.0004030989925455,ElectrotopologicalStateAtomTypeDescriptor,"Maximum atom-type H E-State: H on aaCH, dCH2 or dsCH",2D
SpMax1_Bhm,-0.0004039921485886,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative mass,2D
RDF10m,-0.0004040972593309,RDFDescriptor,Radial distribution function - 010 / weighted by relative mass,3D
RDF120i,-0.0004044739679821,RDFDescriptor,Radial distribution function - 120 / weighted by relative first ionization potential,3D
PubchemFP680,-0.0004052905739151,SMARTS patterns,O-C-C-C-C-C,FP
minsCl,-0.0004054259727823,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: -Cl,2D
SdssC,-0.0004074355483264,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: =C<,2D
maxHCsats,-0.0004090185264942,ElectrotopologicalStateAtomTypeDescriptor,"Maximum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb",2D
MLFER_E,-0.0004090911489253,MLFERDescriptor,Excessive molar refraction,2D
SpMax8_Bhp,-0.0004107471563648,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative polarizabilities,2D
MIC4,-0.0004132651839129,InformationContentDescriptor,Modified information content index (neighborhood symmetry of 4-order),2D
BCUTp-1h,-0.0004173865945465,BCUTDescriptor,nlow highest polarizability weighted BCUTS ,2D
SpMax1_Bhs,-0.0004184930005742,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state,2D
VE3_Dzv,-0.0004214599676282,BaryszMatrixDescriptor,Logarithmic coefficient sum of the last eigenvector from Barysz matrix / weighted by van der Waals volumes,2D
MAXDN,-0.0004229661449917,ElectrotopologicalStateAtomTypeDescriptor,"Maximum negative intrinsic state difference in the molecule (related to the nucleophilicity of the molecule). Using deltaV = (Zv-maxBondedHydrogens) /(atomicNumber-Zv-1). Gramatica, P., Corradi, M., and Consonni, V. (2000). Modelling and prediction of soil sorption coefficients of non-ionic organic pesticides by molecular descriptors. Chemosphere 41, 763-777.",2D
PubchemFP544,-0.0004250874806194,SMARTS patterns,O-C:C-O,FP
PubchemFP653,-0.0004269508628481,SMARTS patterns,O-C:C:C-O,FP
SpAbs_Dzp,-0.0004284415470872,BaryszMatrixDescriptor,Graph energy from Barysz matrix / weighted by polarizabilities,2D
TDB8s,-0.0004299434566287,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 8 / weighted by I-state,3D
naasN,-0.0004324761435137,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: :N:-,2D
piPC6,-0.0004332536212466,PathCountDescriptor,Conventional bond order ID number of order 6 (ln(1+x),2D
PubchemFP685,-0.0004351339391885,SMARTS patterns,O=C-C-C-C-N,FP
RDF95e,-0.0004358116054633,RDFDescriptor,Radial distribution function - 095 / weighted by relative Sanderson electronegativities,3D
maxHBd,-0.0004374381451645,ElectrotopologicalStateAtomTypeDescriptor,Maximum E-States for (strong) Hydrogen Bond donors,2D
PubchemFP590,-0.00043880064636,SMARTS patterns,C-C:C-O-[#1],FP
ETA_EtaP_L,-0.0004401086472573,ExtendedTopochemicalAtomDescriptor,Local index Eta_local relative to molecular size,2D
AATSC2i,-0.0004428903949204,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 2 / weighted by first ionization potential,2D
AATS4v,-0.0004461120730677,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 4 / weighted by van der Waals volumes,2D
SM1_DzZ,-0.0004470202701432,BaryszMatrixDescriptor,Spectral moment of order 1 from Barysz matrix / weighted by atomic number,2D
SpMax8_Bhv,-0.0004470761348897,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 8 / weighted by relative van der Waals volumes,2D
PubchemFP286,-0.0004489536951093,Atom Pairs,C-O,FP
RDF110m,-0.000449589605731,RDFDescriptor,Radial distribution function - 110 / weighted by relative mass,3D
PubchemFP340,-0.0004529998096201,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~C)(~C)(~N),FP
ATSC7v,-0.0004589600825654,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 7 / weighted by van der Waals volumes,2D
EE_Dzv,-0.0004599527147608,BaryszMatrixDescriptor,Estrada-like index from Barysz matrix / weighted by van der Waals volumes (ln(1+x)),2D
nHBAcc_Lipinski,-0.0004605090413957,PaDELHBondAcceptorCountDescriptor,Number of hydrogen bond acceptors (using Lipinski's definition: any nitrogen; any oxygen),2D
PubchemFP738,-0.0004620076120021,SMARTS patterns 2,Cc1cc(Cl)ccc1,FP
AATSC2c,-0.0004624421482961,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 2 / weighted by charges,2D
GATS8v,-0.0004627434442114,AutocorrelationDescriptor,Geary autocorrelation - lag 8 / weighted by van der Waals volumes,2D
TDB2u,-0.0004662893326099,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 2 / unweighted,3D
minsssN,-0.0004683481375462,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type E-State: >N-,2D
minwHBa,-0.0004712880524245,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-States for weak Hydrogen Bond acceptors,2D
RDF40m,-0.0004721973182978,RDFDescriptor,Radial distribution function - 040 / weighted by relative mass,3D
Am,-0.0004774526537972,PaDELWHIMDescriptor,A total size index / weighted by relative mass,3D
AATSC5s,-0.0004774571922216,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 5 / weighted by I-state,2D
SM1_Dzi,-0.0004781937118276,BaryszMatrixDescriptor,Spectral moment of order 1 from Barysz matrix / weighted by first ionization potential,2D
nHBd,-0.0004783612689976,ElectrotopologicalStateAtomTypeDescriptor,Count of E-States for (strong) Hydrogen Bond donors,2D
PubchemFP718,-0.0004805706819962,SMARTS patterns 2,Cc1ccc(Br)cc1,FP
E1m,-0.0004873723006981,PaDELWHIMDescriptor,1st component accessibility directional WHIM index / weighted by relative mass,3D
SsssCH,-0.0004887262797682,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >CH-,2D
PubchemFP756,-0.0004899629737831,SMARTS patterns 2,Cc1c(O)cccc1,FP
nssO,-0.0004902731461891,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: -O-,2D
ATSC7m,-0.0004912421205592,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 7 / weighted by mass,2D
PubchemFP185,-0.0004947106903192,Chemical Rings,>= 2 any ring size 6,FP
gmin,-0.0004970660539087,ElectrotopologicalStateAtomTypeDescriptor,Minimum E-State,2D
PubchemFP437,-0.0004972411928308,"Atom Neighborhoods (""-"", ""="", and ""#"" matches a single, double, and triple bond order)",C(-C)(-N)(=C),FP
GATS4v,-0.0004976106079676,AutocorrelationDescriptor,Geary autocorrelation - lag 4 / weighted by van der Waals volumes,2D
GATS3m,-0.0004986952744678,AutocorrelationDescriptor,Geary autocorrelation - lag 3 / weighted by mass,2D
AATS4e,-0.000500300653206,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 4 / weighted by Sanderson electronegativities,2D
PubchemFP548,-0.0005049056690102,SMARTS patterns,O-C-C:C,FP
RDF60i,-0.0005067315515175,RDFDescriptor,Radial distribution function - 060 / weighted by relative first ionization potential,3D
VR2_Dzv,-0.0005072374045792,BaryszMatrixDescriptor,Normalized Randic-like eigenvector-based index from Barysz matrix / weighted by van der Waals volumes,2D
ATS7v,-0.0005114870085977,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 7 / weighted by van der Waals volumes,2D
RotBtFrac,-0.0005146197681698,PaDELRotatableBondsCountDescriptor,"Fraction of rotatable bonds, including terminal bonds",2D
nF9HeteroRing,-0.0005183820541157,RingCountDescriptor,"Number of 9-membered fused rings containing heteroatoms (N, O, P, S, or halogens)",2D
AATSC2e,-0.0005240479015525,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 2 / weighted by Sanderson electronegativities,2D
AATSC6v,-0.0005250137297945,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 6 / weighted by van der Waals volumes,2D
ATSC2c,-0.0005305643322997,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 2 / weighted by charges,2D
PubchemFP623,-0.0005342960960784,SMARTS patterns,O=C-C:C-C,FP
piPC2,-0.0005343774049652,PathCountDescriptor,Conventional bond order ID number of order 2 (ln(1+x),2D
SpMax_DzZ,-0.0005346066772476,BaryszMatrixDescriptor,Leading eigenvalue from Barysz matrix / weighted by atomic number,2D
RDF55i,-0.0005394232239104,RDFDescriptor,Radial distribution function - 055 / weighted by relative first ionization potential,3D
ATSC5s,-0.0005402813896735,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 5 / weighted by I-state,2D
ETA_Epsilon_4,-0.0005434346946722,ExtendedTopochemicalAtomDescriptor,A measure of electronegative atom count,2D
ZMIC5,-0.0005435045791328,InformationContentDescriptor,Z-modified information content index (neighborhood symmetry of 5-order),2D
RDF100u,-0.0005455776817522,RDFDescriptor,Radial distribution function - 100 / unweighted,3D
ATSC7p,-0.0005461682394246,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 7 / weighted by polarizabilities,2D
SpAD_Dzm,-0.0005472451356803,BaryszMatrixDescriptor,Spectral absolute deviation from Barysz matrix / weighted by mass,2D
VE1_Dzv,-0.0005496748935849,BaryszMatrixDescriptor,Coefficient sum of the last eigenvector from Barysz matrix / weighted by van der Waals volumes,2D
maxHssNH,-0.0005502590545921,ElectrotopologicalStateAtomTypeDescriptor,Maximum atom-type H E-State: -NH-,2D
PubchemFP647,-0.0005523199806966,SMARTS patterns,O=C-N-C-N,FP
TDB4s,-0.0005525649939765,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 4 / weighted by I-state,3D
naasC,-0.0005565681692757,ElectrotopologicalStateAtomTypeDescriptor,Count of atom-type E-State: :C:-,2D
ETA_EtaP_F_L,-0.0005592424378504,ExtendedTopochemicalAtomDescriptor,Local functionality contribution EtaF_local relative to molecular size,2D
ATS8m,-0.0005605376222938,AutocorrelationDescriptor,Broto-Moreau autocorrelation - lag 8 / weighted by mass,2D
SM1_Dze,-0.0005624683402488,BaryszMatrixDescriptor,Spectral moment of order 1 from Barysz matrix / weighted by Sanderson electronegativities,2D
AATS6e,-0.0005644597912558,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 6 / weighted by Sanderson electronegativities,2D
GATS2p,-0.0005682257949093,AutocorrelationDescriptor,Geary autocorrelation - lag 2 / weighted by polarizabilities,2D
JGI9,-0.0005682768600219,TopologicalChargeDescriptor,Mean topological charge index of order 9,2D
VCH-7,-0.00056852765507,ChiChainDescriptor,"Valence chain, order 7",2D
PubchemFP567,-0.0005714573797966,SMARTS patterns,O-C-C-O,FP
TopoPSA,-0.0005720045357218,TPSADescriptor,Topological polar surface area,2D
SpMin7_Bhm,-0.0005723027875675,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 7 / weighted by relative mass,2D
E3e,-0.0005728449907958,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / weighted by relative Sanderson electronegativities,3D
PubchemFP261,-0.0005766640973584,Chemical Rings,>= 4 aromatic rings,FP
AATS3i,-0.0005821890870498,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 3 / weighted by first ionization potential,2D
SpMAD_Dzi,-0.0005857321501589,BaryszMatrixDescriptor,Spectral mean absolute deviation from Barysz matrix / weighted by first ionization potential,2D
SRW10,-0.000588408887021,WalkCountDescriptor,Self-returning walk count of order 10 (ln(1+x),2D
ETA_BetaP_ns,-0.0005902704942302,ExtendedTopochemicalAtomDescriptor,A measure of electron-richness of the molecule relative to molecular size,2D
PubchemFP673,-0.0005928286148528,SMARTS patterns,O=C-C=C-N,FP
MPC2,-0.0005932649975106,PathCountDescriptor,Molecular path count of order 2,2D
SsCH3,-0.000595017404936,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: -CH3,2D
E3u,-0.0005950657976823,PaDELWHIMDescriptor,3rd component accessibility directional WHIM index / unweighted,3D
GRAV-2,-0.000599952932991,GravitationalIndexDescriptor,Square root of gravitational index of heavy atoms ,3D
AATSC3m,-0.0006002340288442,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 3 / weighted by mass,2D
SHBint5,-0.0006010708218197,ElectrotopologicalStateAtomTypeDescriptor,Sum of E-State descriptors of strength for potential hydrogen bonds of path length 5,2D
PetitjeanNumber,-0.0006034349636902,PetitjeanNumberDescriptor,Petitjean number,2D
GATS5s,-0.0006040755976918,AutocorrelationDescriptor,Geary autocorrelation - lag 5 / weighted by I-state,2D
GGI6,-0.0006051405461868,TopologicalChargeDescriptor,Topological charge index of order 6,2D
Sv,-0.0006054852781593,ConstitutionalDescriptor,Sum of atomic van der Waals volumes (scaled on carbon atom),2D
SC-4,-0.0006056748450868,ChiClusterDescriptor,"Simple cluster, order 4",2D
FPSA-2,-0.0006068346630288,CPSADescriptor,PPSA-2 / total molecular surface area,3D
minHssNH,-0.0006075781787201,ElectrotopologicalStateAtomTypeDescriptor,Minimum atom-type H E-State: -NH-,2D
PubchemFP382,-0.0006079773198156,"Atom Nearest Neighbors (""~"" bond, "":""bond aromaticity)",C(~O)(:C)(:C),FP
RDF55v,-0.000608178220049,RDFDescriptor,Radial distribution function - 055 / weighted by relative van der Waals volumes,3D
SpMin1_Bhs,-0.0006099816556219,BurdenModifiedEigenvaluesDescriptor,Smallest absolute eigenvalue of Burden modified matrix - n 1 / weighted by relative I-state,2D
VE3_Dzm,-0.0006109490700186,BaryszMatrixDescriptor,Logarithmic coefficient sum of the last eigenvector from Barysz matrix / weighted by mass,2D
SpMAD_DzZ,-0.0006122970668778,BaryszMatrixDescriptor,Spectral mean absolute deviation from Barysz matrix / weighted by atomic number,2D
SssssC,-0.0006157926084723,ElectrotopologicalStateAtomTypeDescriptor,Sum of atom-type E-State: >C<,2D
PubchemFP701,-0.0006214071788402,SMARTS patterns,O-C-C-C-C-C(O)-C,FP
TDB5u,-0.0006236133418416,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 5 / unweighted,3D
AATS5m,-0.0006258736265811,AutocorrelationDescriptor,Average Broto-Moreau autocorrelation - lag 5 / weighted by mass,2D
minHCsats,-0.0006278385222134,ElectrotopologicalStateAtomTypeDescriptor,"Minimum atom-type H E-State: H bonded to B, Si, P, Ge, As, Se, Sn or Pb",2D
ATSC4v,-0.0006281847363634,AutocorrelationDescriptor,Centered Broto-Moreau autocorrelation - lag 4 / weighted by van der Waals volumes,2D
MDEC-13,-0.0006289838747493,MDEDescriptor,Molecular distance edge between all primary and tertiary carbons,2D
SpMax2_Bhv,-0.0006293082437676,BurdenModifiedEigenvaluesDescriptor,Largest absolute eigenvalue of Burden modified matrix - n 2 / weighted by relative van der Waals volumes,2D
AATSC0v,-0.0006295567590066,AutocorrelationDescriptor,Average centered Broto-Moreau autocorrelation - lag 0 / weighted by van der Waals volumes,2D
RDF55p,-0.0006302109869661,RDFDescriptor,Radial distribution function - 055 / weighted by relative polarizabilities,3D
TDB1r,-0.0006310337050433,Autocorrelation3DDescriptor,3D topological distance based autocorrelation - lag 1 / weighted by covalent radius,3D
